ids, input16x8-3.txt, 0.029478788375854492
ids, input16x8-5.txt, 0.020368099212646484
ids, input16x9-2.txt, 0.009229660034179688
ids, input16x9-3.txt, 0.01434326171875
ids, input16x9-4.txt, 0.036966800689697266
ids, input16x9-5.txt, 0.046301841735839844
ids, input19x19-2.txt, 0.24470281600952148
ids, input19x19-5.txt, 0.720008134841919
ids, input1.txt, 0.00013518333435058594
ids, input2.txt, 0.0011887550354003906
ids, input3.txt, 0.004584550857543945
ids, input5x13-4.txt, 0.005418300628662109
ids, input5x5-5.txt, 0.0011785030364990234
ids, input9x13-2.txt, 0.20218801498413086
ids, input9x13-5.txt, 0.014665365219116211
ids, input9x14-5.txt, 0.0073964595794677734
